USB2+H08074_1:101 100 ms high power,c,b,a,USB2+H08074_1:101 75 ms,a,b,c,USB2+H08074_1:101 100 ms high power proof that you see PL,c 100 ms,"b 10,000 us",a 8000 us
697.466,289.64,316.56,390.72,697.466,284.67,312.9,342.16,697.466,288.32,288.03,380.04
697.875,284.96,293.15,357.96,697.875,317.44,305.88,339.82,697.875,262.58,332.5,258.34
698.285,256.87,304.85,320.51,698.285,303.39,252.05,330.45,698.285,257.9,295.05,321.53
698.695,336.45,311.88,247.95,698.695,303.39,249.71,288.32,698.695,257.9,262.29,298.13
699.104,313.05,344.64,269.02,699.104,270.62,312.9,281.3,699.104,269.6,362.93,237.27
699.514,261.55,335.28,283.06,699.514,319.78,214.6,288.32,699.514,293.01,271.65,274.72
699.923,242.83,370.39,301.78,699.923,303.39,254.39,267.26,699.923,290.67,271.65,298.13
700.333,280.28,290.81,372,700.333,315.09,343.33,257.9,700.333,271.94,302.08,394.09
700.742,329.43,239.32,266.67,700.742,294.03,284.81,281.3,700.742,318.75,292.71,288.76
701.152,266.24,332.94,315.83,701.152,265.94,277.79,330.45,701.152,295.35,276.33,284.08
701.561,343.47,400.82,261.99,701.561,352.54,294.18,379.61,701.561,311.73,297.39,267.7
701.97,266.24,297.83,264.33,701.97,282.33,256.73,351.52,701.97,297.69,320.8,319.19
702.38,256.87,255.7,362.64,702.38,340.84,280.13,311.73,702.38,302.37,273.99,272.38
702.789,399.65,244,259.65,702.789,322.12,240.34,293.01,702.789,229.81,302.08,260.68
703.198,277.94,297.83,294.76,703.198,324.46,352.69,360.88,703.198,262.58,262.29,314.51
703.607,289.64,265.07,280.72,703.607,294.03,317.58,323.43,703.607,300.03,302.08,260.68
704.016,345.81,283.79,329.87,704.016,347.86,284.81,297.69,704.016,250.88,295.05,319.19
704.425,296.66,309.54,283.06,704.425,230.84,322.26,248.54,704.425,262.58,299.73,284.08
704.834,280.28,363.37,315.83,704.834,296.37,275.45,302.37,704.834,267.26,304.42,330.89
705.243,284.96,311.88,283.06,705.243,357.22,312.9,293.01,705.243,253.22,341.86,281.74
705.651,287.3,269.75,292.42,705.651,256.58,338.65,276.62,705.651,276.62,348.89,323.87
706.06,266.24,276.77,322.85,706.06,326.8,329.28,314.07,706.06,295.35,344.21,237.27
706.469,331.77,283.79,329.87,706.469,343.18,294.18,316.41,706.469,309.39,297.39,272.38
706.877,259.21,328.26,245.61,706.877,340.84,193.53,309.39,706.877,271.94,281.01,270.04
707.286,306.03,304.85,329.87,707.286,294.03,287.15,318.75,707.286,328.11,285.69,305.15
707.694,296.66,325.92,276.04,707.694,326.8,268.43,290.67,707.694,290.67,318.46,232.59
708.103,322.41,255.7,350.93,708.103,301.05,308.22,300.03,708.103,316.41,276.33,291.1
708.511,280.28,293.15,301.78,708.511,340.84,284.81,290.67,708.511,288.32,325.48,309.83
708.92,247.51,295.49,306.46,708.92,287.01,228.64,367.9,708.92,290.67,231.86,312.17
709.328,275.6,335.28,322.85,709.328,209.77,329.28,339.82,709.328,243.85,334.84,293.44
709.736,284.96,295.49,313.49,709.736,284.67,301.2,281.3,709.736,229.81,257.61,305.15
710.144,266.24,363.37,299.44,710.144,291.69,305.88,288.32,710.144,285.98,299.73,279.4
710.553,254.53,309.54,280.72,710.553,301.05,298.86,349.18,710.553,318.75,273.99,300.47
710.961,313.05,244,315.83,710.961,305.73,319.92,342.16,710.961,346.84,344.21,298.13
711.369,289.64,335.28,350.93,711.369,333.82,308.22,314.07,711.369,314.07,288.03,281.74
711.777,256.87,339.96,329.87,711.777,272.96,277.79,342.16,711.777,293.01,302.08,260.68
712.185,317.73,297.83,320.51,712.185,324.46,338.65,325.77,712.185,285.98,276.33,272.38
712.593,329.43,342.3,276.04,712.593,310.41,319.92,316.41,712.593,232.15,285.69,270.04
713,296.66,314.22,306.46,713,301.05,289.5,339.82,713,241.51,304.42,284.08
713.408,282.62,314.22,318.17,713.408,310.41,301.2,302.37,713.408,269.6,269.31,239.61
713.816,282.62,295.49,259.65,713.816,347.86,287.15,428.76,713.816,229.81,288.03,260.68
714.224,296.66,239.32,332.21,714.224,319.78,282.47,302.37,714.224,288.32,332.5,321.53
714.631,299,304.85,332.21,714.631,230.84,298.86,288.32,714.631,295.35,341.86,279.4
715.039,317.73,297.83,245.61,715.039,289.35,294.18,293.01,715.039,309.39,304.42,251.32
715.446,268.58,339.96,306.46,715.446,303.39,249.71,307.05,715.446,358.54,276.33,354.3
715.854,296.66,234.64,332.21,715.854,294.03,238,262.58,715.854,349.18,271.65,328.55
716.261,259.21,328.26,325.19,716.261,343.18,277.79,335.14,716.261,300.03,332.5,344.94
716.669,404.33,328.26,280.72,716.669,366.59,242.68,290.67,716.669,337.48,278.67,330.89
717.076,373.9,339.96,226.89,717.076,315.09,280.13,311.73,717.076,276.62,266.97,333.23
717.483,308.37,318.9,367.32,717.483,287.01,326.94,290.67,717.483,325.77,297.39,330.89
717.89,277.94,295.49,320.51,717.89,310.41,193.53,314.07,717.89,339.82,309.1,307.49
718.297,221.77,258.04,374.34,718.297,326.8,188.85,344.5,718.297,278.96,309.1,206.84
718.705,291.98,281.45,329.87,718.705,237.86,291.84,297.69,718.705,290.67,243.56,314.51
719.112,273.26,272.09,292.42,719.112,301.05,228.64,332.79,719.112,307.05,332.5,277.06
719.519,380.92,293.15,269.02,719.519,270.62,296.52,314.07,719.519,269.6,330.16,375.36
719.925,296.66,311.88,273.7,719.925,317.44,270.77,332.79,719.925,323.43,271.65,307.49
720.332,313.05,225.28,259.65,720.332,277.65,348.01,393.65,720.332,295.35,271.65,316.85
720.739,284.96,307.2,318.17,720.739,230.84,322.26,318.75,720.739,353.86,325.48,277.06
721.146,284.96,309.54,325.19,721.146,265.94,275.45,365.56,721.146,304.71,273.99,342.6
721.553,270.92,267.41,278.38,721.553,371.27,263.75,318.75,721.553,328.11,295.05,321.53
721.959,329.43,248.68,269.02,721.959,287.01,357.37,300.03,721.959,229.81,299.73,258.34
722.366,289.64,246.34,334.55,722.366,287.01,263.75,335.14,722.366,311.73,346.55,260.68
722.773,322.41,335.28,304.12,722.773,329.14,252.05,267.26,722.773,325.77,259.95,288.76
723.179,259.21,349.32,290.08,723.179,350.2,291.84,360.88,723.179,295.35,295.05,288.76
723.585,275.6,239.32,290.08,723.585,263.6,242.68,253.22,723.585,295.35,257.61,307.49
723.992,331.77,234.64,360.3,723.992,324.46,287.15,262.58,723.992,339.82,313.78,316.85
724.398,277.94,274.43,283.06,724.398,296.37,336.31,255.56,724.398,307.05,339.52,319.19
724.804,296.66,379.75,283.06,724.804,331.48,294.18,229.81,724.804,311.73,281.01,298.13
725.211,322.41,286.13,269.02,725.211,249.56,338.65,365.56,725.211,236.83,295.05,363.66
725.617,261.55,365.71,320.51,725.617,303.39,280.13,330.45,725.617,267.26,283.35,274.72
726.023,315.39,288.47,336.89,726.023,287.01,312.9,316.41,726.023,332.79,283.35,293.44
726.429,291.98,251.02,261.99,726.429,305.73,275.45,335.14,726.429,302.37,316.12,314.51
726.835,268.58,356.35,306.46,726.835,322.12,256.73,304.71,726.835,257.9,262.29,380.04
727.241,299,255.7,306.46,727.241,322.12,282.47,236.83,727.241,349.18,288.03,295.79
727.647,306.03,281.45,329.87,727.647,308.07,326.94,318.75,727.647,285.98,262.29,258.34
728.053,273.26,276.77,215.18,728.053,294.03,305.88,356.2,728.053,332.79,348.89,230.25
728.459,310.71,293.15,257.31,728.459,284.67,287.15,330.45,728.459,302.37,236.54,358.98
728.864,357.52,274.43,269.02,728.864,251.9,282.47,372.58,728.864,285.98,295.05,312.17
729.27,301.34,281.45,367.32,729.27,319.78,294.18,330.45,729.27,213.43,288.03,302.81
729.676,275.6,283.79,322.85,729.676,315.09,291.84,278.96,729.676,276.62,302.08,234.93
730.081,287.3,328.26,343.91,730.081,298.71,247.37,285.98,730.081,304.71,250.58,258.34
730.487,299,286.13,332.21,730.487,305.73,261.41,250.88,730.487,314.07,273.99,239.61
730.892,252.19,389.11,283.06,730.892,270.62,273.11,314.07,730.892,248.54,266.97,267.7
731.298,334.11,276.77,381.36,731.298,214.45,294.18,342.16,731.298,307.05,334.84,248.97
731.703,261.55,286.13,278.38,731.703,240.2,317.58,295.35,731.703,325.77,271.65,312.17
732.108,277.94,293.15,332.21,732.108,361.91,282.47,330.45,732.108,278.96,358.25,351.96
732.514,315.39,311.88,297.1,732.514,294.03,223.96,353.86,732.514,274.28,325.48,321.53
732.919,310.71,283.79,269.02,732.919,287.01,263.75,243.85,732.919,283.64,269.31,321.53
733.324,313.05,304.85,304.12,733.324,317.44,301.2,307.05,733.324,346.84,288.03,279.4
733.729,310.71,314.22,315.83,733.729,230.84,301.2,330.45,733.729,309.39,337.18,293.44
734.134,291.98,304.85,261.99,734.134,308.07,247.37,346.84,734.134,264.92,231.86,253.66
734.539,299,295.49,252.63,734.539,387.65,294.18,271.94,734.539,278.96,295.05,326.21
734.944,273.26,297.83,278.38,734.944,301.05,273.11,335.14,734.944,325.77,299.73,284.08
735.349,322.41,311.88,379.02,735.349,263.6,282.47,349.18,735.349,285.98,278.67,344.94
735.754,270.92,225.28,311.14,735.754,340.84,310.56,344.5,735.754,314.07,288.03,213.87
736.159,299,321.24,306.46,736.159,343.18,322.26,264.92,736.159,328.11,344.21,246.63
736.563,310.71,351.67,306.46,736.563,265.94,287.15,325.77,736.563,325.77,313.78,279.4
736.968,341.13,300.17,245.61,736.968,329.14,298.86,335.14,736.968,337.48,217.82,284.08
737.373,245.17,325.92,269.02,737.373,294.03,301.2,307.05,737.373,316.41,304.42,293.44
737.777,275.6,309.54,224.55,737.777,315.09,296.52,386.63,737.777,337.48,327.82,340.26
738.182,310.71,260.38,304.12,738.182,265.94,289.5,337.48,738.182,332.79,313.78,293.44
738.586,320.07,293.15,334.55,738.586,324.46,277.79,302.37,738.586,295.35,316.12,298.13
738.991,306.03,300.17,285.4,738.991,261.26,277.79,288.32,738.991,288.32,250.58,321.53
739.395,275.6,274.43,306.46,739.395,340.84,312.9,253.22,739.395,285.98,306.76,274.72
739.799,348.15,342.3,294.76,739.799,277.65,282.47,278.96,739.799,346.84,332.5,298.13
740.204,266.24,339.96,271.36,740.204,289.35,221.62,344.5,740.204,342.16,341.86,333.23
740.608,273.26,332.94,292.42,740.608,322.12,219.28,325.77,740.608,323.43,358.25,333.23
741.012,301.34,332.94,327.53,741.012,277.65,324.6,323.43,741.012,288.32,316.12,260.68
741.416,299,239.32,343.91,741.416,240.2,287.15,335.14,741.416,395.99,297.39,312.17
741.82,313.05,314.22,304.12,741.82,233.18,261.41,353.86,741.82,328.11,348.89,241.95
742.224,299,272.09,334.55,742.224,296.37,270.77,269.6,742.224,363.22,266.97,298.13
742.628,296.66,361.03,318.17,742.628,272.96,362.05,342.16,742.628,316.41,297.39,274.72
743.032,299,272.09,294.76,743.032,315.09,301.2,271.94,743.032,377.27,325.48,267.7
743.436,291.98,279.11,311.14,743.436,368.93,301.2,257.9,743.436,360.88,276.33,302.81
743.839,324.75,323.58,357.96,743.839,312.75,284.81,290.67,743.839,302.37,320.8,288.76
744.243,310.71,325.92,283.06,744.243,298.71,308.22,276.62,744.243,295.35,304.42,335.57
744.647,336.45,314.22,341.57,744.647,322.12,301.2,290.67,744.647,358.54,393.36,330.89
745.05,313.05,244,357.96,745.05,340.84,378.44,311.73,745.05,302.37,346.55,246.63
745.454,315.39,314.22,313.49,745.454,277.65,289.5,295.35,745.454,342.16,273.99,295.79
745.857,270.92,346.98,329.87,745.857,251.9,284.81,302.37,745.857,358.54,316.12,300.47
746.261,299,321.24,339.23,746.261,195.73,270.77,281.3,746.261,363.22,339.52,274.72
746.664,310.71,346.98,322.85,746.664,361.91,275.45,321.09,746.664,314.07,309.1,302.81
747.067,320.07,309.54,290.08,747.067,336.16,308.22,311.73,747.067,421.74,245.9,225.57
747.471,261.55,258.04,236.25,747.471,268.28,270.77,328.11,747.471,363.22,285.69,204.5
747.874,331.77,297.83,294.76,747.874,277.65,294.18,360.88,747.874,356.2,283.35,321.53
748.277,284.96,281.45,299.44,748.277,298.71,345.67,325.77,748.277,395.99,281.01,267.7
748.68,322.41,274.43,336.89,748.68,282.33,317.58,318.75,748.68,339.82,264.63,349.62
749.083,306.03,274.43,254.97,749.083,347.86,256.73,370.24,749.083,360.88,302.08,295.79
749.486,287.3,274.43,201.14,749.486,359.56,336.31,318.75,749.486,335.14,276.33,316.85
749.889,275.6,307.2,252.63,749.889,282.33,219.28,316.41,749.889,428.76,323.14,263.02
750.292,224.11,335.28,325.19,750.292,310.41,280.13,269.6,750.292,400.67,264.63,328.55
750.695,273.26,361.03,285.4,750.695,265.94,270.77,290.67,750.695,431.1,358.25,244.29
751.098,308.37,300.17,301.78,751.098,401.69,364.39,330.45,751.098,342.16,271.65,321.53
751.5,291.98,325.92,306.46,751.5,277.65,263.75,239.17,751.5,365.56,332.5,263.02
751.903,306.03,311.88,290.08,751.903,270.62,315.24,304.71,751.903,388.97,292.71,279.4
752.306,277.94,262.73,322.85,752.306,240.2,275.45,302.37,752.306,330.45,302.08,337.91
752.708,294.32,311.88,353.27,752.708,319.78,240.34,302.37,752.708,344.5,281.01,349.62
753.111,280.28,302.51,285.4,753.111,308.07,256.73,243.85,753.111,339.82,252.92,321.53
753.513,294.32,311.88,329.87,753.513,249.56,298.86,302.37,753.513,311.73,288.03,253.66
753.915,217.08,272.09,332.21,753.915,382.97,266.09,288.32,753.915,351.52,250.58,328.55
754.318,336.45,304.85,264.33,754.318,263.6,252.05,346.84,754.318,370.24,306.76,248.97
754.72,299,300.17,247.95,754.72,305.73,291.84,311.73,754.72,346.84,313.78,246.63
755.122,219.43,229.96,252.63,755.122,289.35,298.86,302.37,755.122,372.58,224.84,288.76
755.524,303.68,215.91,269.02,755.524,270.62,263.75,260.24,755.524,424.08,271.65,321.53
755.927,324.75,309.54,395.4,755.927,291.69,296.52,274.28,755.927,424.08,325.48,298.13
756.329,308.37,283.79,229.23,756.329,298.71,322.26,365.56,756.329,381.95,243.56,295.79
756.731,380.92,267.41,315.83,756.731,287.01,294.18,318.75,756.731,393.65,299.73,270.04
757.133,287.3,318.9,329.87,757.133,315.09,326.94,328.11,757.133,442.8,318.46,230.25
757.534,322.41,309.54,325.19,757.534,364.25,336.31,281.3,757.534,435.78,248.24,253.66
757.936,303.68,328.26,299.44,757.936,404.03,280.13,349.18,757.936,388.97,269.31,321.53
758.338,317.73,283.79,360.3,758.338,333.82,301.2,295.35,758.338,374.92,360.59,281.74
758.74,284.96,398.48,229.23,758.74,240.2,294.18,288.32,758.74,407.69,273.99,321.53
759.141,210.06,328.26,306.46,759.141,336.16,226.3,318.75,759.141,484.93,241.22,274.72
759.543,303.68,288.47,306.46,759.543,310.41,338.65,307.05,759.543,445.14,288.03,267.7
759.945,322.41,344.64,362.64,759.945,382.97,275.45,328.11,759.945,374.92,325.48,232.59
760.346,238.15,361.03,276.04,760.346,338.5,273.11,311.73,760.346,433.44,341.86,321.53
760.748,299,314.22,229.23,760.748,254.24,338.65,300.03,760.748,363.22,248.24,335.57
761.149,320.07,403.16,327.53,761.149,329.14,301.2,316.41,761.149,386.63,316.12,335.57
761.55,256.87,304.85,283.06,761.55,289.35,245.02,325.77,761.55,370.24,255.26,321.53
761.952,268.58,309.54,339.23,761.952,312.75,296.52,290.67,761.952,365.56,309.1,274.72
762.353,273.26,332.94,327.53,762.353,315.09,338.65,309.39,762.353,407.69,250.58,237.27
762.754,322.41,295.49,325.19,762.754,287.01,245.02,300.03,762.754,480.25,259.95,302.81
763.155,306.03,344.64,294.76,763.155,345.52,338.65,297.69,763.155,470.89,330.16,244.29
763.556,310.71,316.56,297.1,763.556,251.9,301.2,386.63,763.556,419.39,273.99,286.42
763.957,303.68,314.22,245.61,763.957,298.71,280.13,293.01,763.957,421.74,311.44,312.17
764.358,291.98,351.67,313.49,764.358,352.54,359.71,351.52,764.358,487.27,288.03,328.55
764.759,317.73,307.2,299.44,764.759,338.5,329.28,304.71,764.759,461.52,241.22,337.91
765.16,280.28,311.88,322.85,765.16,277.65,261.41,328.11,765.16,449.82,206.11,272.38
765.561,291.98,265.07,273.7,765.561,308.07,371.41,307.05,765.561,447.48,367.61,265.36
765.962,338.79,246.34,297.1,765.962,305.73,383.12,309.39,765.962,433.44,302.08,253.66
766.362,357.52,314.22,306.46,766.362,315.09,268.43,370.24,766.362,442.8,339.52,288.76
766.763,240.49,281.45,261.99,766.763,277.65,266.09,349.18,766.763,482.59,344.21,300.47
767.163,284.96,222.94,334.55,767.163,352.54,336.31,335.14,767.163,403.01,346.55,342.6
767.564,322.41,297.83,311.14,767.564,303.39,385.46,335.14,767.564,405.35,369.95,326.21
767.964,343.47,274.43,318.17,767.964,270.62,282.47,318.75,767.964,475.57,245.9,302.81
768.365,385.6,356.35,299.44,768.365,244.88,315.24,351.52,768.365,388.97,243.56,284.08
768.765,268.58,302.51,269.02,768.765,301.05,338.65,295.35,768.765,400.67,266.97,312.17
769.165,348.15,325.92,367.32,769.165,315.09,214.6,344.5,769.165,442.8,241.22,333.23
769.566,336.45,314.22,336.89,769.566,315.09,254.39,304.71,769.566,468.55,348.89,321.53
769.966,303.68,293.15,308.8,769.966,272.96,254.39,281.3,769.966,419.39,283.35,314.51
770.366,352.84,246.34,315.83,770.366,298.71,240.34,363.22,770.366,527.06,295.05,267.7
770.766,303.68,232.3,332.21,770.766,296.37,275.45,365.56,770.766,470.89,325.48,295.79
771.166,317.73,274.43,306.46,771.166,368.93,326.94,391.31,771.166,468.55,236.54,246.63
771.566,228.79,351.67,306.46,771.566,326.8,226.3,264.92,771.566,534.08,320.8,321.53
771.966,282.62,297.83,290.08,771.966,282.33,326.94,339.82,771.966,470.89,295.05,244.29
772.366,315.39,361.03,297.1,772.366,305.73,310.56,318.75,772.366,421.74,302.08,279.4
772.766,299,323.58,280.72,772.766,315.09,247.37,339.82,772.766,440.46,281.01,253.66
773.165,310.71,297.83,254.97,773.165,251.9,230.98,386.63,773.165,442.8,311.44,307.49
773.565,301.34,251.02,294.76,773.565,294.03,301.2,330.45,773.565,454.5,316.12,272.38
773.965,287.3,265.07,313.49,773.965,315.09,343.33,271.94,773.965,515.36,316.12,314.51
774.364,294.32,318.9,229.23,774.364,401.69,280.13,360.88,774.364,552.81,203.77,216.21
774.764,322.41,286.13,334.55,774.764,333.82,329.28,307.05,774.764,487.27,285.69,260.68
775.163,306.03,351.67,252.63,775.163,357.22,305.88,314.07,775.163,461.52,250.58,284.08
775.563,282.62,356.35,238.59,775.563,282.33,282.47,290.67,775.563,498.97,332.5,333.23
775.962,266.24,344.64,304.12,775.962,308.07,317.58,353.86,775.962,557.49,273.99,319.19
776.361,336.45,290.81,243.27,776.361,263.6,324.6,293.01,776.361,520.04,259.95,321.53
776.761,296.66,349.32,259.65,776.761,301.05,312.9,328.11,776.761,513.02,311.44,342.6
777.16,275.6,302.51,299.44,777.16,331.48,252.05,307.05,777.16,534.08,285.69,321.53
777.559,299,262.73,278.38,777.559,277.65,219.28,274.28,777.559,505.99,325.48,300.47
777.958,310.71,314.22,247.95,777.958,275.31,350.35,374.92,777.958,543.44,227.18,314.51
778.357,296.66,339.96,299.44,778.357,261.26,287.15,342.16,778.357,395.99,248.24,300.47
778.756,406.67,304.85,276.04,778.756,317.44,289.5,302.37,778.756,505.99,245.9,319.19
779.155,268.58,325.92,315.83,779.155,301.05,275.45,332.79,779.155,433.44,374.63,321.53
779.554,331.77,309.54,292.42,779.554,382.97,273.11,363.22,779.554,585.57,255.26,260.68
779.952,336.45,354.01,297.1,779.952,289.35,303.54,330.45,779.952,555.15,269.31,288.76
780.351,345.81,286.13,276.04,780.351,331.48,305.88,311.73,780.351,480.25,295.05,319.19
780.75,268.58,297.83,247.95,780.75,298.71,263.75,344.5,780.75,491.95,285.69,333.23
781.149,242.83,260.38,301.78,781.149,331.48,277.79,295.35,781.149,491.95,269.31,237.27
781.547,317.73,328.26,320.51,781.547,251.9,329.28,337.48,781.547,531.74,316.12,305.15
781.946,324.75,330.6,339.23,781.946,301.05,308.22,281.3,781.946,513.02,283.35,237.27
782.344,303.68,260.38,304.12,782.344,305.73,315.24,255.56,782.344,522.38,325.48,258.34
782.742,284.96,201.87,315.83,782.742,308.07,247.37,304.71,782.742,482.59,229.52,277.06
783.141,263.9,239.32,266.67,783.141,294.03,289.5,330.45,783.141,517.7,311.44,340.26
783.539,341.13,339.96,299.44,783.539,258.92,343.33,356.2,783.539,491.95,320.8,291.1
783.937,233.47,239.32,320.51,783.937,237.86,284.81,342.16,783.937,484.93,299.73,267.7
784.336,362.2,248.68,297.1,784.336,329.14,282.47,236.83,784.336,494.29,299.73,291.1
784.734,273.26,246.34,329.87,784.734,312.75,371.41,349.18,784.734,489.61,278.67,326.21
785.132,266.24,311.88,329.87,785.132,312.75,268.43,384.29,785.132,594.93,311.44,335.57
785.53,296.66,375.07,357.96,785.53,294.03,329.28,335.14,785.53,475.57,369.95,295.79
785.928,320.07,337.62,320.51,785.928,275.31,298.86,236.83,785.928,576.21,318.46,316.85
786.326,282.62,314.22,327.53,786.326,277.65,338.65,281.3,786.326,482.59,264.63,246.63
786.723,350.5,307.2,325.19,786.723,305.73,284.81,274.28,786.723,449.82,372.29,307.49
787.121,366.88,311.88,294.76,787.121,284.67,280.13,302.37,787.121,508.34,325.48,260.68
787.519,287.3,314.22,283.06,787.519,380.63,270.77,461.52,787.519,466.21,250.58,291.1
787.917,301.34,368.05,250.29,787.917,319.78,312.9,311.73,787.917,501.31,325.48,248.97
788.314,359.86,372.73,364.98,788.314,315.09,294.18,271.94,788.314,520.04,320.8,265.36
788.712,219.43,314.22,222.2,788.712,294.03,345.67,346.84,788.712,538.76,266.97,256
789.109,287.3,272.09,353.27,789.109,303.39,270.77,281.3,789.109,520.04,292.71,344.94
789.507,420.71,328.26,320.51,789.507,303.39,263.75,295.35,789.507,498.97,255.26,326.21
789.904,313.05,288.47,278.38,789.904,345.52,277.79,407.69,789.904,433.44,358.25,258.34
790.302,268.58,274.43,243.27,790.302,291.69,308.22,391.31,790.302,442.8,309.1,274.72
790.699,242.83,293.15,278.38,790.699,289.35,296.52,351.52,790.699,463.86,288.03,284.08
791.096,268.58,251.02,231.57,791.096,291.69,259.07,304.71,791.096,494.29,259.95,302.81
791.493,268.58,311.88,374.34,791.493,301.05,242.68,300.03,791.493,461.52,273.99,192.8
791.89,289.64,346.98,336.89,791.89,315.09,369.07,311.73,791.89,466.21,250.58,244.29
792.287,266.24,290.81,278.38,792.287,352.54,350.35,323.43,792.287,468.55,250.58,328.55
792.684,261.55,244,315.83,792.684,284.67,301.2,330.45,792.684,435.78,306.76,286.42
793.081,277.94,325.92,290.08,793.081,244.88,291.84,297.69,793.081,365.56,283.35,263.02
793.478,240.49,314.22,299.44,793.478,329.14,289.5,297.69,793.478,424.08,334.84,246.63
793.875,303.68,309.54,252.63,793.875,268.28,312.9,281.3,793.875,454.5,283.35,358.98
794.272,320.07,241.66,264.33,794.272,289.35,383.12,351.52,794.272,520.04,288.03,302.81
794.669,343.47,208.89,306.46,794.669,305.73,223.96,325.77,794.669,395.99,316.12,337.91
795.065,317.73,346.98,264.33,795.065,289.35,284.81,353.86,795.065,461.52,325.48,305.15
795.462,280.28,318.9,341.57,795.462,277.65,212.26,318.75,795.462,445.14,292.71,246.63
795.858,327.09,297.83,280.72,795.858,296.37,280.13,288.32,795.858,566.85,236.54,295.79
796.255,284.96,290.81,264.33,796.255,303.39,294.18,363.22,796.255,475.57,285.69,284.08
796.651,299,396.14,273.7,796.651,338.5,294.18,360.88,796.651,403.01,288.03,253.66
797.048,275.6,300.17,278.38,797.048,305.73,226.3,342.16,797.048,498.97,313.78,265.36
797.444,261.55,258.04,292.42,797.444,312.75,303.54,330.45,797.444,377.27,269.31,305.15
797.84,214.74,239.32,315.83,797.84,315.09,324.6,307.05,797.84,428.76,330.16,305.15
798.237,289.64,300.17,294.76,798.237,216.79,301.2,318.75,798.237,342.16,276.33,227.91
798.633,275.6,220.6,362.64,798.633,322.12,315.24,328.11,798.633,363.22,259.95,230.25
799.029,282.62,258.04,259.65,799.029,275.31,319.92,302.37,799.029,440.46,309.1,270.04
799.425,336.45,290.81,290.08,799.425,233.18,345.67,351.52,799.425,417.05,299.73,293.44
799.821,345.81,297.83,315.83,799.821,329.14,294.18,330.45,799.821,452.16,355.91,300.47
800.217,291.98,300.17,348.59,800.217,322.12,284.81,274.28,800.217,407.69,297.39,209.19
800.613,231.13,309.54,240.93,800.613,275.31,296.52,318.75,800.613,388.97,348.89,302.81
801.008,282.62,232.3,357.96,801.008,265.94,310.56,316.41,801.008,384.29,281.01,316.85
801.404,289.64,321.24,322.85,801.404,277.65,317.58,276.62,801.404,381.95,369.95,253.66
801.8,252.19,332.94,299.44,801.8,336.16,312.9,325.77,801.8,407.69,325.48,284.08
802.196,277.94,356.35,299.44,802.196,343.18,226.3,363.22,802.196,417.05,285.69,300.47
802.591,296.66,325.92,357.96,802.591,268.28,226.3,281.3,802.591,435.78,332.5,263.02
802.987,252.19,304.85,261.99,802.987,310.41,333.97,295.35,802.987,449.82,292.71,326.21
803.382,287.3,295.49,294.76,803.382,284.67,296.52,293.01,803.382,388.97,316.12,284.08
803.778,254.53,288.47,350.93,803.778,247.22,322.26,323.43,803.778,332.79,269.31,260.68
804.173,282.62,325.92,374.34,804.173,270.62,247.37,318.75,804.173,367.9,295.05,291.1
804.568,317.73,260.38,343.91,804.568,254.24,326.94,314.07,804.568,314.07,269.31,234.93
804.963,317.73,307.2,273.7,804.963,254.24,333.97,285.98,804.963,300.03,355.91,272.38
805.359,242.83,403.16,306.46,805.359,282.33,280.13,356.2,805.359,332.79,299.73,265.36
805.754,240.49,328.26,306.46,805.754,282.33,322.26,335.14,805.754,363.22,341.86,279.4
806.149,310.71,351.67,350.93,806.149,371.27,324.6,318.75,806.149,351.52,276.33,284.08
806.544,291.98,274.43,278.38,806.544,326.8,280.13,297.69,806.544,285.98,372.29,209.19
806.939,261.55,260.38,287.74,806.939,235.52,240.34,311.73,806.939,370.24,278.67,253.66
807.334,275.6,314.22,299.44,807.334,296.37,268.43,316.41,807.334,414.71,323.14,244.29
807.729,231.13,255.7,252.63,807.729,287.01,268.43,276.62,807.729,374.92,325.48,288.76
808.123,313.05,288.47,376.68,808.123,291.69,301.2,325.77,808.123,400.67,196.75,305.15
808.518,369.22,307.2,322.85,808.518,301.05,310.56,318.75,808.518,370.24,360.59,263.02
808.913,322.41,307.2,261.99,808.913,258.92,256.73,318.75,808.913,300.03,255.26,316.85
809.307,277.94,300.17,313.49,809.307,254.24,301.2,276.62,809.307,316.41,351.23,234.93
809.702,282.62,330.6,306.46,809.702,296.37,336.31,311.73,809.702,407.69,281.01,319.19
810.096,235.81,344.64,290.08,810.096,261.26,317.58,332.79,810.096,344.5,297.39,263.02
810.491,259.21,325.92,283.06,810.491,392.33,343.33,335.14,810.491,412.37,264.63,272.38
810.885,345.81,304.85,259.65,810.885,315.09,238,260.24,810.885,386.63,292.71,351.96
811.28,261.55,311.88,306.46,811.28,315.09,301.2,318.75,811.28,353.86,299.73,279.4
811.674,299,302.51,395.4,811.674,265.94,298.86,330.45,811.674,365.56,369.95,305.15
812.068,320.07,311.88,318.17,812.068,312.75,371.41,257.9,812.068,391.31,341.86,246.63
812.462,341.13,311.88,285.4,812.462,296.37,364.39,243.85,812.462,344.5,311.44,293.44
812.856,263.9,295.49,229.23,812.856,268.28,291.84,353.86,812.856,339.82,245.9,333.23
813.251,242.83,318.9,360.3,813.251,258.92,282.47,351.52,813.251,412.37,276.33,319.19
813.645,273.26,314.22,320.51,813.645,277.65,298.86,318.75,813.645,360.88,299.73,326.21
