USB2+H08074_1:101,laser on sample,laser off sample,no sample
920.145,302.08,341.72,335.87
920.522,372.29,299.59,251.61
920.9,391.02,259.8,314.8
921.277,271.65,313.63,284.38
921.654,341.86,334.7,216.5
922.032,290.37,318.31,319.48
922.409,311.44,372.15,293.74
922.786,332.5,311.29,359.27
923.163,341.86,322.99,347.57
923.54,311.44,306.61,300.76
923.917,283.35,304.27,291.4
924.294,285.69,306.61,214.16
924.671,262.29,269.16,347.57
925.048,318.46,290.23,303.1
925.425,379.31,292.57,338.21
925.801,290.37,348.74,279.69
926.178,285.69,278.52,305.44
926.554,304.42,271.5,282.03
926.931,320.8,311.29,349.91
927.307,290.37,339.38,260.97
927.684,309.1,332.36,296.08
928.06,353.57,318.31,296.08
928.436,346.55,332.36,342.89
928.812,320.8,278.52,314.8
929.188,311.44,327.68,321.82
929.565,248.24,393.21,267.99
929.941,297.39,301.93,263.31
930.316,250.58,290.23,263.31
930.692,283.35,346.4,317.14
931.068,320.8,355.76,242.25
931.444,325.48,353.42,293.74
931.82,283.35,344.06,277.35
932.195,372.29,362.78,277.35
932.571,341.86,262.14,366.29
932.946,306.76,315.97,317.14
933.322,311.44,311.29,293.74
933.697,306.76,280.86,260.97
934.072,257.61,332.36,342.89
934.448,334.84,322.99,242.25
934.823,309.1,255.12,286.72
935.198,295.05,315.97,326.5
935.573,257.61,301.93,363.95
935.948,332.5,390.87,366.29
936.323,276.33,325.33,331.19
936.698,273.99,269.16,335.87
937.073,302.08,367.46,204.8
937.447,316.12,273.84,338.21
937.822,341.86,311.29,246.93
938.197,372.29,367.46,326.5
938.571,348.89,301.93,251.61
938.946,264.63,306.61,258.63
939.32,290.37,325.33,293.74
939.694,273.99,287.89,333.53
940.069,348.89,318.31,298.42
940.443,295.05,325.33,366.29
940.817,273.99,320.65,267.99
941.191,292.71,273.84,296.08
941.565,278.67,327.68,314.8
941.939,299.73,266.82,345.23
942.313,245.9,287.89,284.38
942.687,325.48,297.25,279.69
943.061,266.97,276.18,225.86
943.435,323.14,292.57,282.03
943.808,306.76,285.55,237.56
944.182,311.44,327.68,258.63
944.556,252.92,360.44,249.27
944.929,346.55,348.74,338.21
945.303,252.92,299.59,251.61
945.676,273.99,283.2,230.54
946.049,376.97,301.93,286.72
946.422,344.21,287.89,275.01
946.796,292.71,308.95,359.27
947.169,222.5,322.99,260.97
947.542,304.42,313.63,305.44
947.915,302.08,332.36,324.16
948.288,266.97,353.42,291.4
948.661,334.84,262.14,305.44
949.033,278.67,308.95,286.72
949.406,334.84,330.02,267.99
949.779,353.57,386.19,342.89
950.151,325.48,287.89,300.76
950.524,304.42,287.89,284.38
950.897,318.46,311.29,331.19
951.269,334.84,341.72,272.67
951.641,288.03,346.4,291.4
952.014,245.9,320.65,324.16
952.386,302.08,283.2,284.38
952.758,285.69,250.44,251.61
953.13,306.76,374.49,310.12
953.502,295.05,304.27,235.22
953.874,299.73,320.65,296.08
954.246,325.48,344.06,286.72
954.618,255.26,299.59,300.76
954.99,269.31,285.55,305.44
955.361,316.12,322.99,319.48
955.733,255.26,299.59,298.42
956.105,269.31,311.29,275.01
956.476,318.46,257.46,253.95
956.848,288.03,287.89,298.42
957.219,334.84,299.59,275.01
957.591,313.78,306.61,197.78
957.962,334.84,369.8,272.67
958.333,325.48,348.74,253.95
958.704,330.16,304.27,373.32
959.075,255.26,273.84,246.93
959.446,252.92,330.02,335.87
959.817,264.63,327.68,293.74
960.188,311.44,311.29,253.95
960.559,295.05,212.99,275.01
960.93,264.63,266.82,293.74
961.301,327.82,315.97,296.08
961.671,325.48,322.99,291.4
962.042,376.97,229.37,232.88
962.412,269.31,252.78,260.97
962.783,344.21,318.31,349.91
963.153,297.39,320.65,338.21
963.524,285.69,337.04,331.19
963.894,334.84,301.93,211.82
964.264,231.86,243.42,232.88
964.634,306.76,341.72,314.8
965.004,290.37,273.84,246.93
965.374,250.58,273.84,375.66
965.744,288.03,290.23,270.33
966.114,311.44,278.52,300.76
966.484,276.33,248.1,237.56
966.854,295.05,301.93,319.48
967.224,271.65,292.57,307.78
967.593,302.08,339.38,293.74
967.963,283.35,285.55,321.82
968.332,269.31,341.72,284.38
968.702,330.16,348.74,263.31
969.071,318.46,325.33,244.59
969.44,344.21,292.57,279.69
969.81,283.35,355.76,373.32
970.179,309.1,327.68,307.78
970.548,302.08,327.68,300.76
970.917,196.75,362.78,253.95
971.286,302.08,334.7,277.35
971.655,288.03,337.04,328.85
972.024,302.08,311.29,218.84
972.393,353.57,290.23,289.06
972.761,269.31,311.29,256.29
973.13,273.99,306.61,275.01
973.499,264.63,344.06,263.31
973.867,348.89,322.99,321.82
974.236,297.39,313.63,277.35
974.604,318.46,330.02,293.74
974.973,292.71,311.29,333.53
975.341,297.39,344.06,305.44
975.709,325.48,294.91,289.06
976.077,259.95,241.08,310.12
976.445,283.35,348.74,286.72
976.813,379.31,308.95,223.52
977.181,355.91,273.84,277.35
977.549,332.5,337.04,270.33
977.917,309.1,344.06,272.67
978.285,325.48,285.55,307.78
978.653,320.8,411.93,300.76
979.02,327.82,285.55,188.41
979.388,266.97,311.29,310.12
979.755,297.39,311.29,282.03
980.123,372.29,320.65,267.99
980.49,372.29,271.5,225.86
980.858,297.39,348.74,202.46
981.225,313.78,241.08,214.16
981.592,355.91,308.95,221.18
981.959,290.37,362.78,284.38
982.326,306.76,322.99,321.82
982.693,292.71,308.95,279.69
983.06,344.21,290.23,352.25
983.427,297.39,294.91,305.44
983.794,278.67,292.57,331.19
984.161,243.56,369.8,244.59
984.528,297.39,255.12,282.03
984.894,302.08,341.72,286.72
985.261,273.99,287.89,251.61
985.627,278.67,259.8,263.31
985.994,283.35,250.44,263.31
986.36,304.42,245.76,321.82
986.726,297.39,362.78,321.82
987.093,313.78,332.36,319.48
987.459,339.52,297.25,286.72
987.825,292.71,241.08,296.08
988.191,281.01,273.84,225.86
988.557,341.86,372.15,298.42
988.923,381.65,327.68,244.59
989.289,332.5,332.36,279.69
989.654,334.84,315.97,251.61
990.02,341.86,365.12,272.67
990.386,259.95,292.57,218.84
990.751,304.42,308.95,289.06
991.117,320.8,259.8,239.9
991.482,320.8,304.27,270.33
991.848,281.01,362.78,324.16
992.213,337.18,306.61,298.42
992.578,273.99,285.55,361.61
992.944,220.16,315.97,349.91
993.309,248.24,285.55,331.19
993.674,250.58,306.61,291.4
994.039,295.05,353.42,267.99
994.404,351.23,325.33,347.57
994.769,264.63,299.59,300.76
995.134,276.33,210.65,256.29
995.498,273.99,369.8,300.76
995.863,318.46,250.44,289.06
996.228,248.24,311.29,300.76
996.592,325.48,358.1,244.59
996.957,262.29,330.02,284.38
997.321,297.39,278.52,366.29
997.685,304.42,266.82,310.12
998.05,252.92,285.55,267.99
998.414,257.61,322.99,232.88
998.778,271.65,297.25,202.46
999.142,285.69,393.21,300.76
999.506,269.31,362.78,284.38
999.87,266.97,325.33,289.06
1000.234,273.99,278.52,263.31
1000.598,290.37,262.14,310.12
1000.962,297.39,367.46,239.9
1001.326,288.03,231.71,349.91
1001.689,367.61,269.16,331.19
1002.053,332.5,285.55,326.5
1002.416,344.21,299.59,202.46
1002.78,369.95,320.65,293.74
1003.143,311.44,381.51,300.76
1003.506,316.12,327.68,293.74
1003.87,330.16,355.76,354.59
1004.233,341.86,369.8,251.61
1004.596,306.76,341.72,312.46
1004.959,334.84,358.1,352.25
1005.322,276.33,311.29,300.76
1005.685,243.56,341.72,263.31
1006.048,269.31,280.86,296.08
1006.411,409.74,374.49,317.14
1006.773,269.31,379.17,293.74
1007.136,297.39,278.52,256.29
1007.499,259.95,287.89,286.72
1007.861,325.48,271.5,270.33
1008.224,276.33,311.29,214.16
1008.586,302.08,367.46,324.16
1008.948,304.42,334.7,321.82
1009.311,245.9,344.06,275.01
1009.673,295.05,273.84,335.87
1010.035,323.14,358.1,352.25
1010.397,302.08,271.5,267.99
1010.759,320.8,292.57,277.35
1011.121,306.76,341.72,244.59
1011.483,241.22,285.55,253.95
1011.845,269.31,290.23,275.01
1012.207,271.65,285.55,321.82
1012.568,292.71,255.12,342.89
1012.93,266.97,290.23,314.8
1013.291,262.29,330.02,361.61
1013.653,355.91,311.29,338.21
1014.014,334.84,311.29,298.42
1014.376,259.95,299.59,321.82
1014.737,278.67,287.89,293.74
1015.098,327.82,318.31,256.29
1015.459,320.8,299.59,272.67
1015.82,292.71,273.84,284.38
1016.181,341.86,315.97,235.22
1016.542,257.61,327.68,298.42
1016.903,255.26,327.68,284.38
1017.264,259.95,304.27,286.72
1017.625,320.8,311.29,284.38
1017.986,290.37,332.36,324.16
1018.346,309.1,315.97,338.21
1018.707,302.08,290.23,263.31
1019.067,348.89,297.25,277.35
1019.428,302.08,308.95,267.99
1019.788,311.44,325.33,242.25
1020.148,285.69,322.99,263.31
1020.509,318.46,266.82,270.33
1020.869,299.73,341.72,216.5
1021.229,311.44,278.52,300.76
1021.589,339.52,346.4,335.87
1021.949,297.39,191.92,282.03
1022.309,337.18,273.84,258.63
1022.669,334.84,299.59,300.76
1023.028,369.95,334.7,263.31
1023.388,313.78,292.57,263.31
1023.748,290.37,299.59,272.67
1024.107,297.39,234.05,326.5
1024.467,330.16,379.17,279.69
1024.826,304.42,255.12,279.69
1025.186,276.33,299.59,300.76
1025.545,262.29,252.78,284.38
1025.904,257.61,337.04,277.35
1026.263,266.97,339.38,310.12
1026.623,269.31,257.46,324.16
1026.982,288.03,304.27,293.74
1027.341,276.33,266.82,277.35
1027.699,330.16,271.5,289.06
1028.058,297.39,348.74,338.21
1028.417,344.21,339.38,324.16
1028.776,358.25,311.29,335.87
1029.134,318.46,311.29,328.85
1029.493,285.69,341.72,193.09
1029.852,252.92,243.42,300.76
1030.21,313.78,278.52,298.42
1030.568,297.39,297.25,277.35
1030.927,262.29,332.36,293.74
1031.285,325.48,320.65,256.29
1031.643,266.97,259.8,300.76
1032.001,297.39,358.1,328.85
1032.359,264.63,273.84,256.29
1032.717,273.99,339.38,270.33
1033.075,295.05,264.48,328.85
1033.433,285.69,304.27,289.06
1033.791,304.42,348.74,321.82
1034.148,283.35,337.04,253.95
1034.506,276.33,257.46,260.97
1034.864,189.73,294.91,363.95
1035.221,264.63,257.46,256.29
1035.579,316.12,243.42,300.76
1035.936,327.82,299.59,291.4
1036.293,320.8,264.48,286.72
1036.651,320.8,264.48,286.72
1037.008,320.8,264.48,286.72
